NM02,-109.050430999937,-103.06437999978,31.3321599992188,35.3483139990977,33.3402369991582,133193.13127,2347.89855326946,248170.759476912,248277.57740943,248112.639826499,248298.672960254,0.536699535234292,0.53646862781472,0.536825255509513,0.303621860078632
CA31,-118.072926999898,-117.742255000433,33.9893719994222,34.3386129993746,34.1639924993984,537.872265,257.647269185396,1181.17997293404,1181.47652575671,1181.17785852305,1181.47670288645,0.455368595239495,0.455254296868491,0.455369410388847,0.101821133489423
NE01,-97.8345359998545,-95.8093790000022,40.5230129987594,42.090957998873,41.3069854988162,15494.091149,878.648024526304,29531.4272567954,29491.1731135546,29530.238511584,29490.2301102911,0.524664487573478,0.525380631327911,0.524685608039434,0.252200589086304
SD00,-104.057878999927,-96.4364719996426,42.4796859989317,45.9453769989157,44.2125314989237,196341.670967,2143.52664375665,234523.889956983,234046.06519104,234475.364797023,233887.50815634,0.837192624610711,0.838901823906914,0.837365883349689,0.536987992417782
CA52,-117.173394000003,-116.853022000043,32.5343169988332,32.7587549994337,32.6465359991335,350.38682,135.562102001691,748.151149302407,748.583404710714,748.150606975619,748.58365244502,0.468336940104561,0.468066507746595,0.46833727959726,0.239596812993659
TX24,-97.3170659998617,-96.7001079998692,32.7940379989933,32.9912819993711,32.8926599991822,701.237257,279.399046821514,1262.75692471088,1263.42022711081,1262.75621553554,1263.42163351681,0.555322440350551,0.555030893088983,0.555322752224667,0.112882080696384
MN03,-93.7683849999314,-93.1972799998371,44.7851059988638,45.2466179993546,45.0158619991092,1212.394855,239.401678988165,2308.88143268386,2303.73472717086,2308.87283657961,2303.72517496048,0.525100526097913,0.526273637628801,0.525102481085989,0.265827290652277
TX31,-98.4637359997905,-97.0700569998739,30.4261639992687,32.2074029991675,31.3167834992181,14537.356417,970.876566720929,26198.6445614714,26221.1161983283,26197.4675365104,26221.361208279,0.554889638770821,0.554414095381906,0.554914569384993,0.193806020611103
CA11,-123.173825000361,-122.281780000044,37.6398299989115,37.9298239991539,37.7848269990327,107.152325,213.608353139406,2529.22619123033,2527.82347942316,2529.22290239037,2527.81703515158,0.042365655302611,0.0423891643828119,0.042365710392204,0.0295103934203693
MD07,-76.7953590002997,-76.2915799998716,39.1566229991357,39.3770859988948,39.2668544990153,337.275331,144.370051163821,1064.11883741927,1063.16888446197,1064.11801878054,1063.16750225064,0.316952692819507,0.317235893496528,0.316952936655006,0.203348147540132
FL13,-83.0205400001563,-82.6483600000075,27.6104369994467,28.1733519988213,27.891894499134,589.748441,206.903442211979,2285.92764592972,2289.4632862813,2285.91776415537,2289.46605063439,0.257990860756287,0.257592442968548,0.257991976022771,0.173117604329589
WV02,-81.7563840001856,-77.7195190001963,38.3884569989854,40.6388009992154,39.5136289991004,25125.728303,1569.81462799884,86729.750551418,86647.5015786494,86722.770924723,86639.8076902121,0.28970137863021,0.289976373758377,0.289724694392083,0.12812438091661
FL11,-82.3116970002675,-81.4136380001086,28.1281299993889,28.9605299988487,28.5443299991188,4144.209436,410.992784791684,8107.79979787347,8119.30698388538,8107.72264928066,8119.35934521882,0.511138599782268,0.510414182420388,0.511143463493745,0.308306842829994
TX17,-97.6969190004339,-94.1296320000159,30.3679059991721,31.8630789989338,31.1154924990529,27032.092035,1581.08284370238,56407.263249084,56458.0025068751,56405.4818882043,56461.6262432945,0.479230696153992,0.478800007699673,0.479245830903061,0.135887737896737
IL09,-88.3550540000702,-87.6313909997641,41.9510869988989,42.2845859988058,42.1178364988523,434.425556,235.486678118384,2216.88126218406,2213.44024475107,2216.87716831725,2213.42996534059,0.195962482705098,0.19626712626654,0.195962844585457,0.0984447460224504
MI06,-84.1340789996312,-83.1217039995579,42.0279299990366,42.5271139988366,42.2775219989366,2533.301641,290.269866142596,4630.53920630606,4623.17970053123,4630.51999489143,4623.13667900146,0.547085669321198,0.547956559142381,0.547087939107236,0.377826889714885
IN02,-86.9310179999919,-85.6385870000408,40.5613309987323,41.7606969990115,41.1610139988719,11265.252176,520.456113770503,14448.2351502834,14429.0264307862,14447.8956936899,14428.8431567104,0.779697455005709,0.780735431460861,0.779715774174647,0.522615821077562
NY12,-74.0172830003447,-73.9344119996398,40.7227469991231,40.8162689992724,40.7695079991978,24.784552,32.886173087169,72.6636447665652,72.5736063073929,72.6636344547517,72.5736058342333,0.341086000841567,0.341509169256692,0.341086049245632,0.287981281939931
VT00,-73.4379049997772,-71.465047000383,42.7269329993316,45.0166579990731,43.8717954992024,23872.594714,919.160444813234,40340.6274180738,40261.5620732256,40337.0058065104,40259.8090920574,0.591775493885957,0.592937618033344,0.59182862576644,0.355080510683361
CA03,-121.594905000391,-115.648356999832,35.7865789994349,40.4497149993068,38.1181469993708,56116.600729,2288.40802796123,269833.732050778,269664.682107227,269742.533971688,269630.04795786,0.207967329742301,0.208097702266722,0.208037642053478,0.134658661856007
MO04,-94.6179659998628,-92.0211120002623,37.2334129992104,39.4118049990521,38.3226089991312,37179.630226,1254.02343568475,54907.484993321,54870.3682400921,54903.4223202814,54868.9264598431,0.677132274962559,0.677590317296868,0.677182380528322,0.297100665408601
TN06,-86.78297700032,-84.2492309995968,35.5329769989406,36.6523789989635,36.0926779989521,15330.316665,887.910365970817,28342.2350323178,28337.3074415054,28341.6995989421,28337.1172160652,0.540900061252026,0.540994118677127,0.540910279973902,0.24435584812119
OH10,-84.4856530000251,-83.6471649999916,39.550253999347,39.9832809987709,39.766767499059,2565.328321,273.190293941559,3454.21853909642,3450.73817394821,3454.20820336236,3450.72416187703,0.742665321248335,0.743414362865104,0.74266754346275,0.4319388711328
